,Epsilon_255,Accuracy Top 1,Accuracy Top 5,Confidence
0,0.0,1.0,1.0,0.9695792198181152
1,0.5,0.99,1.0,0.8616657853126526
2,1.0,0.99,1.0,0.7682967185974121
3,2.0,0.9,1.0,0.529923677444458
4,4.0,0.81,0.95,0.2963511049747467
5,10.0,0.61,0.8,0.09478984773159027
6,20.0,0.41,0.67,0.034457977861166
7,30.0,0.33,0.62,0.02947794646024704
8,40.0,0.31,0.54,0.01813334971666336
9,50.0,0.31,0.51,0.013250167481601238
10,60.0,0.22,0.47,0.01075594499707222
