,Epsilon 1,Epsilon 2,Epsilon 4,Epsilon 6,Epsilon 8,Epsilon 10
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.4809233844280243,0.39149799942970276,0.16380679607391357,0.15798702836036682,0.038324981927871704,0.0
3,0.0,0.10144813358783722,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0
10,0.2545819878578186,0.06069743633270264,0.0,0.0,0.0,0.0
11,0.4281512498855591,0.8513040542602539,0.5023316144943237,0.17219261825084686,0.03871920332312584,0.0
12,0.0,0.0,0.0,0.0,0.0,0.15458746254444122
13,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0
22,0.16272327303886414,0.1799589991569519,0.1831829845905304,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.039979733526706696,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.2347976714372635,0.09450697153806686,0.0,0.0,0.0
28,0.39545711874961853,0.48696205019950867,0.34703776240348816,0.3266626298427582,0.0,0.2974710166454315
29,0.0,0.1338522732257843,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
31,0.10520194470882416,0.0,0.10244081914424896,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.14011426270008087,0.22417056560516357,0.19832618534564972,0.1334524154663086,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.04295337200164795,0.03343886137008667,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.09522929042577744,0.09592487663030624,0.0,0.12484507262706757,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0
44,0.38853082060813904,0.2963358759880066,0.5336703062057495,0.22242875397205353,0.10712934285402298,0.11232758313417435
45,0.0,0.0,0.0,0.0,0.0,0.0
46,0.07332299649715424,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.28997310996055603,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0
52,0.19442540407180786,0.0,0.0,0.0,0.0,0.09205670654773712
53,0.0,0.0,0.29803505539894104,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0
58,0.2578938901424408,0.2973169982433319,0.1151382103562355,0.11679266393184662,0.1382649540901184,0.08470176160335541
59,0.0,0.0,0.0,0.0,0.0,0.0
60,0.7613145112991333,0.700410008430481,0.23324762284755707,0.28959739208221436,0.3351325988769531,0.32249757647514343
61,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0
72,0.4767916202545166,0.3415374457836151,0.0,0.23523275554180145,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.10981786251068115,0.0
75,0.38969627022743225,0.21784649789333344,0.0,0.16634626686573029,0.19133077561855316,0.12155278027057648
76,0.0,0.0,0.0,0.0,0.0,0.0
77,0.1812603622674942,0.0,0.0,0.0,0.0,0.0
78,0.38001319766044617,0.08536315709352493,0.054156869649887085,0.1392577588558197,0.07759235054254532,0.07348324358463287
79,0.0771321952342987,0.0,0.0,0.0,0.0,0.0
